appid,game_name,recommendationid,language,review,is_empty_review,voted_up,timestamp_created,timestamp_updated,steam_purchase,received_for_free,written_during_early_access,votes_up,votes_funny,weighted_vote_score,comment_count,author_steamid_hash,author_num_games_owned,author_num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,crawled_at
70,Half-Life,214131675,koreana,"https://steamcommunity.com/sharedfiles/filedetails/?id=3206287993 
[table]
[tr]
[td]타이틀[/td]
[td]
하프라이프(1998)
[/td]
[/tr]
[tr]
[td]평가 등급[/td]
[td]
C
[/td]
[/tr]
[tr]
[td]장르[/td]
[td]
FPS 슈팅, 어드벤처
[/td]
[/tr]
[tr]
[td]플레이 타임(100%)[/td]
[td]
5시간
[/td]
[/tr]
[tr]
[td]도전 과제 🏆[/td]
[td]
❌
[/td]
[/tr]
[tr]
[td]DLC 필요 여부 🛒[/td]
[td]❌[/td]
[/tr]
[tr]
[td]리뷰 📋[/td]
[td]
[code]
[b]누군가의 계략으로 인해 외계와의 포탈이 열리게 되고, 콤바인 세력을 비롯한 각종 외계 세력들의 침입까지 이어지는 《7시간 전쟁》에 대해 다룬다.[/b]
[/code]
[code]
""장비를 정지합니다.""로 유명한 게임이 있다는 건 알았지만, 그게 하프-라이프 1일 거라곤 상상도 못했다.

이 사달이 난 건 [b]성우를 겨우 3명만 섭외 했기 때문이다.[/b] 국어책 읽기 수준의 엉성한 더빙은 고사하고, '목소리가 모두 같은 과학자'들은 기괴하면서도 코믹한 상황을 연출한다. 

하프-라이프 특유의 AI가 주도하는 내러티브가 인상적이지만, 길 찾기가 꽤 난잡하여 입문작으론 적절하지 않아 보인다.
[/code]
[/td]
[/tr]
[/table]",False,True,1766647840,1766681388,True,False,False,9,0,0.6030768156051636,0,f87d7fdea48e95a2424a94d99c68663d17b00712bd8f4b548f258f49f372ca64,677,290,209,0,209,1740908272,2026-06-07T01:32:20+00:00
70,Half-Life,188772833,koreana,'전설의 시작',False,True,1740545136,1740545202,True,False,False,5,1,0.5973154306411743,0,ae447e14405c7a8e44c2a502e4a9753bed202ad3e2db56f65c4c6f3769ce27cf,340,677,23145,0,23145,1532202033,2026-06-07T01:32:20+00:00
70,Half-Life,215791716,koreana,"인정합니다 ㅇㅇ 스팀을 만든 게임 잘 만들엇네요 

맵도 웅장하고 타격감도 좋고 사운드도 좋고 레벨도 잘 짠듯 ? 플레이 설계를 잘 한거 같음 ㅇㅇ",False,True,1768180083,1768180083,True,False,False,5,1,0.586614191532135,0,6e74d46e118e778dbd900dff398c42193c2d4f1404e964182c1660315f94e1d1,0,5,735,0,735,1768179879,2026-06-07T01:32:20+00:00
70,Half-Life,209104663,koreana,"장비를 정지 합니다~
어, 정..정지가 앙대?! 정지 시킬 수가 없어! 앙대!",False,True,1763026451,1763026451,True,False,False,4,1,0.5788130164146423,0,b0f0d16c3e73ddd2bcab14b04d3bfcecb1df5a823b3e1ebbef53400faec75f24,7,1,7,0,7,1762169481,2026-06-07T01:32:20+00:00
70,Half-Life,217620659,koreana,"미안하지만 고든, 난 지금 좀 밥뻐.",False,True,1770291953,1770291953,True,False,False,3,0,0.5652173757553101,0,228b467c384426e4bc87e8f6e1ba7a36cea452a38bacbec7423d1d28f4bd79f0,0,19,831,0,782,1771296335,2026-06-07T01:32:20+00:00
70,Half-Life,197857867,koreana,더빙 맛집,False,True,1750579386,1750579386,False,True,False,3,0,0.5634920597076416,0,d912c0d31f7d015bd70c18b59cda69636820ed832cc0b78616b3aa6196640f7d,0,16,571,0,571,1750579073,2026-06-07T01:32:20+00:00
70,Half-Life,190235122,koreana,"명작 
게이브뉴웰이 숫자 3을 싫어해서 3이 없는게 아쉬움",False,True,1742024916,1742024916,True,False,False,2,0,0.5544554591178894,0,9b02eb93fa70a929c0659d760efa938a2c65a9c4fc81a9fc1bb80ed637407cd5,239,110,572,0,572,1694780079,2026-06-07T01:32:20+00:00
70,Half-Life,205694414,koreana,클래식,False,True,1759414460,1759414460,True,False,False,2,0,0.5454545617103577,0,788cdd7a9ec0967ae635af1ff5c6d06d97558d23651affca90ba888dba779f5d,228,13,306,0,158,1759820426,2026-06-07T01:32:20+00:00
70,Half-Life,204206765,koreana,"전설이 더빙ㄷㄷ
",False,True,1757734612,1757734612,True,False,False,2,0,0.5454545617103577,1,2fde03a03058f58ab9870c54263c56091cdbd70d6bcb268597ee1f71c40c868d,51,5,229,26,68,1780405990,2026-06-07T01:32:20+00:00
70,Half-Life,203696462,koreana,"이봐, 나중에 봅시다. 맥주 한 잔 사지.",False,True,1757165216,1757165216,True,False,False,2,0,0.5454545617103577,0,70794dfd1880f06744dfc159071152fd2d1658f01146a6a69108b015d08143a4,247,11,888,0,888,1625486428,2026-06-07T01:32:20+00:00
